calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
77,,"1. Combine the cucumbers, onion, serrano pepper, lime juice, and salt in a large bowl. Add the pineapple and avocado. Gently toss to combine.","1 ½ cups cucumbers - peeled, seeded, and cubed, ½ cup chopped red onion, 2 tablespoons chopped serrano pepper, 2 tablespoons lime juice, ¾ teaspoon salt, 2 ½ cups pineapple, peeled and cut into 1/2-inch dice, 2 avocado - peeled, pitted and diced",Avocado Pineapple Salad,20 mins,4.5,20 mins,https://www.allrecipes.com/recipe/218340/avocado-pineapple-salad/,"['cucumber', 'onion', 'pepper', 'lime', 'salt', 'pineapple', 'avocado']",veg,"['cucumber', 'onion', 'pepper', 'lime', 'salt', 'pineapple', 'avocado']"
132,5 mins,"1. Place watermelon in a large bowl. 2. Heat grapeseed oil in a skillet over low heat; cook and stir scallions and jalapeno peppers until fragrant and warmed, 1 to 2 minutes. Spoon scallion mixture over watermelon; season with salt and pepper and toss to coat. Sprinkle parsley over salad.","6 cups cubed, seeded watermelon, ¼ cup grapeseed oil, 1 cup chopped scallions, 2 tablespoons sliced jalapeno peppers, salt and ground black pepper to taste, 1 tablespoon chopped fresh parsley",Warm Watermelon Salad,15 mins,4.5,20 mins,https://www.allrecipes.com/recipe/238278/warm-watermelon-salad/,"['watermelon', 'oil', 'scallion', 'jalapeno', 'pepper', 'salt', 'pepper', 'parsley']",veg,"['watermelon', 'oil', 'scallion', 'jalapeno', 'pepper', 'salt', 'pepper', 'parsley']"
61,,"1. Stir together the lime juice, honey, salt, and cayenne pepper in the bottom of a large salad bowl. 2. Toss the strawberries, watermelon, and pineapple with the dressing. Chill the fruit salad until ready to serve.","¼ cup fresh lime juice, 3 tablespoons honey, 2 teaspoons salt, ½ teaspoon ground cayenne pepper (Optional), 1 pound fresh strawberries, hulled and quartered lengthwise, 3 cups cubed seedless watermelon, 1 fresh pineapple - peeled, cored and cut into 1 inch chunks",'Something Different' Fruit Salad,25 mins,4.0,25 mins,https://www.allrecipes.com/recipe/143132/something-different-fruit-salad/,"['lime', 'honey', 'salt', 'cayenne', 'pepper', 'strawberry', 'watermelon', 'pineapple']",veg,"['lime', 'honey', 'salt', 'cayenne', 'pepper', 'strawberry', 'watermelon', 'pineapple']"
94,,"1. Toss pineapple, mangos, papayas, and bananas together in a large bowl.","1 pineapple - peeled, cored, and cut into 1/2-inch cubes, 2 mangos - peeled, pitted, and cut into small cubes, 2 papayas - halved lengthwise, seeded, peeled, and cut into 1/2-inch cubes, 3 bananas, sliced",Tropical Island Fruit Salad,30 mins,5.0,30 mins,https://www.allrecipes.com/recipe/222534/tropical-island-fruit-salad/,"['pineapple', 'mango', 'papaya', 'banana']",veg,"['pineapple', 'mango', 'papaya', 'banana']"
150,15 mins,"1. Place the sugar, water, lemon zest, cinnamon, and 2 tablespoons of lemon juice into a small saucepan. Bring to a boil; reduce heat to medium-low and simmer 10 minutes. Strain the syrup through a mesh strainer; refrigerate until cold. 2. Place the mango, peaches, apple, raspberries, mint, and 2 tablespoons of lemon juice into a mixing bowl. Pour the chilled syrup overtop and gently stir to combine.","1 cup white sugar, ½ cup water, 3 1-inch strips of lemon zest, 1 cinnamon stick, 2 tablespoons lemon juice, 4 mango, pitted, peeled, and cut into chunks, 4 white peaches, pitted and cut into bite-sized pieces, 2 Granny Smith apples - peeled, cored, and sliced, 4 (6 ounce) containers fresh raspberries, ¼ cup finely chopped fresh mint, 2 tablespoons lemon juice",Fruit Salad with Lemon-Cinnamon Syrup,15 mins,4.5,1 hr 30 mins,https://www.allrecipes.com/recipe/173827/fruit-salad-with-lemon-cinnamon-syrup/,"['sugar', 'water', 'lemon', 'cinnamon', 'lemon', 'mango', 'peach', 'apple', 'raspberry', 'mint', 'lemon']",veg,"['sugar', 'water', 'lemon', 'cinnamon', 'lemon', 'mango', 'peach', 'apple', 'raspberry', 'mint', 'lemon']"
103,,"1. Mix pineapple, oranges, strawberries, cantaloupe, watermelon, grapefruit, and grapes together in a bowl; refrigerate until chilled, at least 30 minutes. 2. Combine oil, lime juice, honey, vinegar, and ginger in a bottle with a lid; cover and shake until dressing is mixed. Refrigerate until chilled, at least 30 minutes. Shake dressing again; drizzle over fruit and toss to coat.","1 cup fresh pineapple chunks, 1 cup orange segments, 1 cup halved fresh strawberries, 1 cup cantaloupe chunks, 1 cup watermelon chunks, 1 cup grapefruit chunks, 1 cup halved seedless grapes, 6 tablespoons salad oil, 3 tablespoons lime juice, 3 tablespoons honey, ¼ teaspoon vinegar, or to taste, 1 pinch ground ginger",Fresh Fruit Salad with Honey Lime Dressing,10 mins,4.5,50 mins,https://www.allrecipes.com/recipe/233890/fresh-fruit-salad-with-honey-lime-dressing/,"['pineapple', 'orange', 'strawberry', 'cantaloupe', 'watermelon', 'grapefruit', 'grape', 'oil', 'lime', 'honey', 'vinegar', 'ginger']",veg,"['pineapple', 'orange', 'strawberry', 'cantaloupe', 'watermelon', 'grapefruit', 'grape', 'oil', 'lime', 'honey', 'vinegar', 'ginger']"
527,10 mins,"1. Process cranberries in blender or food processor; pour sugar over cranberries and stir to dissolve. 2. Bring 3/4 cup of water to a boil; stir in gelatin and let cool. Stir cooled gelatin into cranberries, and add pineapple, orange juice, apple and pecans. Mix well, cover and refrigerate overnight. 3. Whip cream and beat in cream cheese. 4. In a glass serving dish, layer half of the cranberry mixture, then the whipped cream mixture, then the remaining cranberry mixture.","1 (12 ounce) package fresh cranberries, 1 cup white sugar, 1 (6 ounce) package red Jell-O® mix, 1 (8 ounce) can crushed pineapple, drained, ¾ cup orange juice, 1 apple with peel, grated, 1 cup chopped pecans, 1 cup whipping cream, 1 (8 ounce) package cream cheese, softened",Creamy Cranberry Salad,20 mins,5.0,12 hrs 30 mins,https://www.allrecipes.com/recipe/24274/creamy-cranberry-salad/,"['cranberry', 'sugar', 'pineapple', 'orange', 'apple', 'pecan', 'cream', 'cream', 'cheese']",veg,"['cranberry', 'sugar', 'pineapple', 'orange', 'apple', 'pecan', 'cream', 'cream', 'cheese']"
341,10 mins,"1. Mix cream cheese and 1/2 cup sugar together in a bowl; add pineapple and mix well. Fold whipped topping into pineapple mixture; refrigerate until chilled, about 30 minutes. 2. Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with a silicone mat or parchment paper. 3. Combine pretzels, butter, and 1/3 cup sugar in a bowl until evenly coated; spread onto the prepared baking sheet. 4. Bake in the preheated oven until pretzel mixture holds together like toffee, 6 to 8 minutes. Remove pan from oven and cool. Break pretzel mixture into pieces and mix into pineapple mixture.","1 (8 ounce) package cream cheese, softened, ½ cup white sugar, 1 (8 ounce) can crushed pineapple, drained, 1 (8 ounce) container frozen whipped topping (such as Cool Whip®), thawed, 1 cup crushed pretzels, ½ cup butter, melted, ⅓ cup white sugar",Easy Pineapple Pretzel Salad,15 mins,5.0,55 mins,https://www.allrecipes.com/recipe/237987/easy-pineapple-pretzel-salad/,"['cream', 'cheese', 'sugar', 'pineapple', 'pretzel', 'butter', 'sugar']",veg,"['cream', 'cheese', 'sugar', 'pineapple', 'pretzel', 'butter', 'sugar']"
168,10 mins,"1. Stir water, 5 tablespoons sugar, 1/4 cup raspberry-flavored liqueur, and lemon juice together in a saucepan over medium-low heat. Bring the mixture to a boil, reduce heat to low, and simmer, stirring frequently, until the sugar dissolves completely, about 8 minutes. Set aside to cool. 2. Mix nectarines, cherries, strawberries, raspberries, and blueberries in a large bowl. Pour the cooled sugar mixture over the fruit and toss gently to coat. 3. Beat heavy whipping cream and 2 teaspoons sugar in a bowl with an electric hand mixer on high until stiff peaks form. Fold 1 teaspoon raspberry-flavored liqueur into the whipped cream; spoon over the fruit salad and sprinkle evenly with almonds.","⅓ cup water, 5 tablespoons white sugar, ¼ cup raspberry-flavored liqueur (such as Chambord®), 2 tablespoons fresh lemon juice, 2 cups diced nectarines, 1 cup pitted and halved sweet cherries, 1 cup sliced strawberries, 1 cup fresh raspberries, 1 cup fresh blueberries, ⅓ cup heavy whipping cream, 2 teaspoons white sugar, 1 teaspoon raspberry-flavored liqueur (such as Chambord®), 3 tablespoons toasted slivered almonds",Summer Fruit Salad with Whipped Cream,30 mins,5.0,40 mins,https://www.allrecipes.com/recipe/233648/summer-fruit-salad-with-whipped-cream/,"['water', 'sugar', 'liqueur', 'lemon', 'nectarine', 'cherry', 'strawberry', 'raspberry', 'blueberry', 'cream', 'sugar', 'liqueur', 'almond']",veg,"['water', 'sugar', 'liqueur', 'lemon', 'nectarine', 'cherry', 'strawberry', 'raspberry', 'blueberry', 'cream', 'sugar', 'liqueur', 'almond']"
89,2 mins,"1. Bring a pot of water to a boil. Place snap peas in pot, and cook 1 to 2 minutes. Drain, rinse under cold water, and set aside. 2. Place about 1 1/2 tablespoons raspberries in a strainer over a bowl, and crush with a wooden spoon. Discard pulp. Mix vinegar, olive oil, sugar, salt, and pepper with the strained raspberry juice. 3. In a large bowl, gently toss the dressing with the snap peas, remaining raspberries, and blueberries. Cover, and chill at least 30 minutes in the refrigerator. Toss with greens just before serving.","½ pound sugar snap peas, trimmed, 1 cup fresh raspberries, 2 tablespoons raspberry vinegar, 2 tablespoons olive oil, 1 pinch sugar, salt and pepper to taste, 1 cup fresh blueberries, 2 cups torn mixed salad greens",Sugar Snap Pea and Berry Salad,15 mins,4.5,50 mins,https://www.allrecipes.com/recipe/52486/sugar-snap-pea-and-berry-salad/,"['sugar', 'pea', 'raspberry', 'raspberry', 'vinegar', 'oil', 'sugar', 'salt', 'pepper', 'blueberry']",veg,"['sugar', 'pea', 'raspberry', 'raspberry', 'vinegar', 'oil', 'sugar', 'salt', 'pepper', 'blueberry']"
45,,"1. Combine garlic, chiles, and green beans into a mortar and pound roughly. Add the papaya and pound again, to bruise the ingredients. Stir in fish sauce, lime juice, and sugar and pound again. Ad the tomato and pound to combine. Stir in the chopped peanuts and serve. 2. If you don't have a mortar and pestle, you can make a version of this in your blender or food processor: coarsely chop the garlic, chile peppers, and green beans. Mix in the papaya, and pulse a few times. Mix in the tomato, fish sauce, lime juice, and sugar. Pulse to combine; salad should still have texture. Transfer to a serving dish and stir in the peanuts.","3 cloves garlic, peeled, 3 Thai green chiles, 6 green beans, cut into 1 inch pieces, 1 large unripe papaya, peeled and cut into thin strips, 1 tomato, halved and seeded, 2 tablespoons fish sauce, 2 tablespoons lime juice, 1 teaspoon palm sugar, 2 tablespoons finely chopped unsalted, dry-roasted peanuts",Green Papaya Salad,20 mins,4.0,20 mins,https://www.allrecipes.com/recipe/38507/green-papaya-salad/,"['clove', 'garlic', 'bean', 'papaya', 'tomato', 'fish', 'sauce', 'lime', 'sugar', 'peanut']",non-veg,"['clove', 'garlic', 'bean', 'papaya', 'tomato', 'fish', 'sauce', 'lime', 'sugar', 'peanut']"
152,,"1. Cut orange segments in half and place in a bowl. Add mango, pineapple, jicama, cucumber, and banana. Add lime juice and sprinkle with chile-lime seasoning; toss to coat. Sprinkle with mint.","2 large oranges, peeled and segmented, 1 mango, diced, 1 cup diced fresh pineapple, 1 cup diced jicama, 1 small cucumber, sliced, 1 banana, sliced, 2 limes, juiced, 1 tablespoon chile-lime seasoning (such as Tajin®), or more to taste, ½ teaspoon chopped fresh mint, or to taste (Optional)",Tajin® Fruit Salad,25 mins,,25 mins,https://www.allrecipes.com/recipe/276468/tajin-fruit-salad/,"['orange', 'mango', 'pineapple', 'jicama', 'cucumber', 'banana', 'lime', 'mint']",veg,"['orange', 'mango', 'pineapple', 'jicama', 'cucumber', 'banana', 'lime', 'mint']"
451,,"1. Cut each watermelon in half lengthwise. Hollow out the insides using a melon baller, reserving rind for later use. Drain pineapple, and discard juice. Cut apples in half, remove cores, and cut into bite size pieces. Peel banana, and slice in to bite size pieces. Rinse grapes under cold running water, and pat dry. 2. In a bowl, toss together the watermelon balls, pineapple, apple, banana chunks, and grapes. Divide fruit salad among the 4 reserved watermelon ""bowls,"" and serve.","2 small watermelons, 1 (15 ounce) can canned diced pineapple in juice, drain juice and reserve, 1 pound seedless grapes, 2 apples - peeled, cored and chopped, 2 bananas, cut into bite-size pieces",Watermelon Salad,20 mins,4.5,20 mins,https://www.allrecipes.com/recipe/72636/watermelon-salad/,"['watermelon', 'pineapple', 'grape', 'apple', 'banana']",veg,"['watermelon', 'pineapple', 'grape', 'apple', 'banana']"
146,,"1. In a salad bowl, mix together the strawberries, blueberries, Granny Smith and Fuji apples, kiwi fruit, crushed pineapple, red grapes, and lemon yogurt until thoroughly combined. Refrigerate leftovers.","1 cup chopped fresh strawberries, 1 cup fresh blueberries, 1 Granny Smith apple, chopped, 1 Fuji apple, cored and chopped, 2 kiwi fruit, peeled and chopped, 1 (15 ounce) can crushed pineapple, 1 cup red grapes, 2 cups lemon yogurt",Fruit Salad for Easter Sunday,20 mins,3.5,20 mins,https://www.allrecipes.com/recipe/217780/fruit-salad-for-easter-sunday/,"['strawberry', 'blueberry', 'apple', 'apple', 'kiwi', 'pineapple', 'grape', 'lemon', 'yogurt']",veg,"['strawberry', 'blueberry', 'apple', 'apple', 'kiwi', 'pineapple', 'grape', 'lemon', 'yogurt']"
315,,"1. Combine pineapple, mandarin oranges, and cherries in a large trifle bowl. Sprinkle pudding mix over top. Fold in whipped topping and sour cream. Add coconut and mix until well combined. Place in the refrigerator until firm, 4 hours to overnight. 2. Sprinkle marshmallows on top before serving.","2 (20 ounce) cans crushed pineapple, drained, 2 (15 ounce) cans mandarin oranges, drained, 1 cup maraschino cherries, halved, ⅔ (3.5 ounce) package instant vanilla pudding mix, 1 (12 ounce) container frozen whipped topping (such as Cool Whip®), thawed, 1 (8 ounce) container sour cream, 1 (8 ounce) package flaked coconut (such as Baker's®), or to taste, 2 ½ cups miniature marshmallows",Ambrosia for a Crowd,20 mins,5.0,4 hrs 20 mins,https://www.allrecipes.com/recipe/278368/ambrosia-for-a-crowd/,"['pineapple', 'mandarin', 'orange', 'maraschino', 'cherry', 'vanilla', 'cream', 'coconut', 'marshmallow']",veg,"['pineapple', 'mandarin', 'orange', 'maraschino', 'cherry', 'vanilla', 'cream', 'coconut', 'marshmallow']"
126,,"1. In a large salad bowl, lightly mix together the strawberries, peach, plums, kiwi fruit, cherries, honeydew melon, cantaloupe, pineapple, and grapes until the fruit is well mixed. Serve in bowls with yogurt spooned over the top.","1 (16 ounce) package fresh strawberries, hulled and halved, 1 large peach, pitted and cut into bite-size pieces, 2 plums, pitted and cut into bite-size pieces, 2 kiwi fruit, peeled and cut into bite-size pieces, 1 cup dark sweet cherries, pitted and halved, 1 cup honeydew melon balls or cubes, 1 cup cantaloupe balls or cubes, 1 cup cubed fresh pineapple, 1 cup grapes, 2 (16 ounce) containers low-fat vanilla yogurt",Fruit Salad with Vanilla Yogurt,30 mins,5.0,30 mins,https://www.allrecipes.com/recipe/215125/fruit-salad-with-vanilla-yogurt/,"['strawberry', 'peach', 'plum', 'kiwi', 'cherry', 'honeydew', 'cantaloupe', 'pineapple', 'grape', 'vanilla', 'yogurt']",veg,"['strawberry', 'peach', 'plum', 'kiwi', 'cherry', 'honeydew', 'cantaloupe', 'pineapple', 'grape', 'vanilla', 'yogurt']"
88,,"1. Mix grapes, strawberries, peaches, orange segments, and kiwi in a large bowl. 2. Whisk orange juice, orange-flavored liqueur, and sugar together in a bowl until sugar dissolves; gently stir into fruit until evenly coated. Cover bowl with plastic wrap and refrigerate up to 8 hours.","2 cups green grapes, 2 cups sliced strawberries, 2 cups sliced peaches, 2 cups orange segments, 1 cup peeled sliced kiwi, ½ cup orange juice, ½ cup orange-flavored liqueur (such as Cointreau®), 2 tablespoons white sugar",Not Just for Brunch Fruit Salad,20 mins,5.0,8 hrs 20 mins,https://www.allrecipes.com/recipe/234626/not-just-for-brunch-fruit-salad/,"['grape', 'strawberry', 'peach', 'orange', 'kiwi', 'orange', 'liqueur', 'sugar']",veg,"['grape', 'strawberry', 'peach', 'orange', 'kiwi', 'orange', 'liqueur', 'sugar']"
171,,1. Toss the watermelon chunks and mint together in a large bowl. Pour the lemon juice over the watermelon and toss again to coat evenly. Refrigerate 30 minutes before serving.,"1 watermelon, cut into bite-sized chunks, 4 sprigs fresh mint leaves, minced, ½ lemon, juiced",KM-Style Watermelon,10 mins,4.5,40 mins,https://www.allrecipes.com/recipe/215575/km-style-watermelon/,"['watermelon', 'mint', 'lemon']",veg,"['watermelon', 'mint', 'lemon']"
225,,"1. Mix grapefruit, orange, apples, pineapple, maraschino cherries, and grapes in a large bowl. Mash slightly with the back of a wooden spoon to release juices. Add bananas, coconut, walnuts, and sugar; stir to coat. Cover and refrigerate to blend flavors, at least 1 hour.","1 Ruby Red grapefruit - peeled, segmented, and chopped, 1 large navel orange - peeled, segmented, and chopped, 2 Granny Smith apples - peeled, cored, and diced, 1 (15 ounce) can pineapple chunks, drained (juice reserved), 1 (10 ounce) jar maraschino cherries, drained and halved, 1 cup grapes, halved, 2 bananas, sliced, ½ cup sweetened flaked coconut, ½ cup chopped walnuts, 1 teaspoon white sugar, or more to taste",Ann's Fantastic Fruit Salad,30 mins,5.0,1 hr 30 mins,https://www.allrecipes.com/recipe/222733/anns-fantastic-fruit-salad/,"['grapefruit', 'orange', 'apple', 'pineapple', 'maraschino', 'cherry', 'grape', 'banana', 'coconut', 'walnut', 'sugar']",veg,"['grapefruit', 'orange', 'apple', 'pineapple', 'maraschino', 'cherry', 'grape', 'banana', 'coconut', 'walnut', 'sugar']"
157,,"1. Combine chopped cranberries and sugar in a large, nonreactive bowl. Toss well. Cover and refrigerate for 3 hours. 2. After 3 hours, stir apples, marshmallows, and pecans into cranberries. Combine yogurt and whipped topping; fold into cranberry salad. Serve immediately.","1 (12 ounce) package fresh cranberries, finely chopped, ½ cup white sugar, 2 cups chopped apples, 1 cup miniature marshmallows, ½ cup chopped pecans, ½ cup vanilla yogurt, 1 cup frozen whipped topping (such as Cool Whip®), thawed",Creamy Cranberry Salad,20 mins,4.5,3 hrs 20 mins,https://www.allrecipes.com/recipe/212467/cranberry-salad/,"['cranberry', 'sugar', 'apple', 'marshmallow', 'pecan', 'vanilla', 'yogurt']",veg,"['cranberry', 'sugar', 'apple', 'marshmallow', 'pecan', 'vanilla', 'yogurt']"
199,,"1. Combine milk and pudding mix in the bowl of a stand mixer and mix until incorporated. Slowly blend in cream cheese, increasing the speed to high until mixture is smooth. Mixture should be somewhat thick. 2. Fold in frozen whipped topping, using a spatula, until well incorporated and mixture is light and creamy. Add grapes, strawberries, bananas, blackberries, raspberries, and blueberries. Fold in gently, until fruit is well coated and evenly mixed in. Cover and refrigerate until ready to serve.","1 ½ cups milk, 1 (3.4 ounce) package instant cheesecake pudding mix, 2 ounces cream cheese, softened, 1 (8 ounce) container frozen whipped topping, thawed, 3 cups grapes, 1 pound fresh strawberries, hulled and sliced, 2 large bananas, sliced, 1 (6 ounce) container fresh blackberries, 1 (6 ounce) container fresh raspberries, 1 (6 ounce) container fresh blueberries",Cheesecake Fruit Salad,15 mins,,15 mins,https://www.allrecipes.com/recipe/285743/cheesecake-fruit-salad/,"['milk', 'cream', 'cheese', 'grape', 'strawberry', 'banana', 'blackberry', 'raspberry', 'blueberry']",veg,"['milk', 'cream', 'cheese', 'grape', 'strawberry', 'banana', 'blackberry', 'raspberry', 'blueberry']"
279,5 mins,"1. Preheat the oven's broiler and set the oven rack about 6 inches from the heat source. 2. Place the grapefruit sections, orange sections, and pineapple chunks into an 8x8-inch baking dish. Stir the brown sugar and butter together in a small bowl, and scatter the butter mixture evenly across the fruit. 3. Broil the fruit until the sugar is bubbly, 5 to 6 minutes. Allow to cool for several minutes before serving warm.","2 red grapefruit, peeled and sectioned, 2 large oranges, peeled and sectioned, 1 cup fresh pineapple chunks, ½ cup packed brown sugar, 2 tablespoons butter, softened",Warm Winter Citrus Dessert,20 mins,4.0,35 mins,https://www.allrecipes.com/recipe/215981/warm-winter-citrus-dessert/,"['grapefruit', 'orange', 'pineapple', 'sugar', 'butter']",veg,"['grapefruit', 'orange', 'pineapple', 'sugar', 'butter']"
165,20 mins,"1. Wash and dry beet roots and greens. Shred greens to measure 2 cups and set aside. 2. Place beets in a sauce pan with enough water to cover. Bring to boil, cover, reduce heat and simmer for 20 minutes or until tender. Drain and allow to cool. 3. Trim and peel off skins; cut into 8 wedges. 4. Peel and section orange. In a bowl, combine orange sections, beets and apples. 5. Whisk together olive oil, vinegar, sugar, salt and garlic. Pour over beet mixture and toss well. 6. Arrange 1/2 cup beet greens on 4 salad plates. Top with beet mixture, sprinkle with sunflower seeds and serve.","1 ½ pounds beets, 2 cups shredded beet greens, 1 large orange, 2 Granny Smith apples - peeled, cored and sliced, 1 tablespoon olive oil, 1 tablespoon raspberry vinegar, ½ teaspoon white sugar, ¼ teaspoon salt, 1 clove garlic, minced, 2 tablespoons unsalted sunflower seeds, toasted","Beet, Orange and Apple Salad",20 mins,4.5,40 mins,https://www.allrecipes.com/recipe/14471/beet-orange-and-apple-salad/,"['beet', 'beet', 'orange', 'apple', 'oil', 'raspberry', 'vinegar', 'sugar', 'salt', 'clove', 'garlic']",veg,"['beet', 'beet', 'orange', 'apple', 'oil', 'raspberry', 'vinegar', 'sugar', 'salt', 'clove', 'garlic']"
196,,"1. To make pickled onions, combine the thinly sliced red onion and the red wine vinegar in a small bowl. Cover; chill for at least one hour. 2. Pour the orange juice into a large salad bowl. Whisk in the olive oil and orange zest; season with 1/4 teaspoon salt, and a pinch of black pepper. Toss the cantaloupe, watermelon, and mango in the dressing. Just before serving, stir in the pickled onions and cilantro leaves. 3. Cut the avocados into 1/2 inch dice; place in a small bowl. Sprinkle with the lime juice, and season with the remaining 1/4 teaspoon salt. Stir lightly to combine. Spoon an even amount of avocado into the bottom of 6 large martini or wine glasses. Top avocado with melon salad; garnish each salad with a lime slice.","1 small red onion, very thinly sliced, 2 tablespoons red wine vinegar, ½ cup freshly squeezed orange juice, 2 teaspoons extra-virgin olive oil, 1 tablespoon grated orange zest, ¼ teaspoon kosher salt, freshly ground black pepper, 2 cups small cantaloupe balls, 2 cups 1/2-inch diced seedless watermelon, 1 ripe mango, cut into 1/4-inch dice, 1 cup loosely packed cilantro leaves, 2 ripe Hass avocados, 1 tablespoon fresh lime juice, ¼ teaspoon kosher salt, 6 thin lime slices","Melon, Mango, and Avocado Salad",30 mins,4.5,1 hr 30 mins,https://www.allrecipes.com/recipe/203400/melon-mango-and-avocado-salad/,"['onion', 'vinegar', 'orange', 'oil', 'orange', 'salt', 'pepper', 'cantaloupe', 'watermelon', 'mango', 'cilantro', 'avocado', 'lime', 'salt', 'lime']",veg,"['onion', 'vinegar', 'orange', 'oil', 'orange', 'salt', 'pepper', 'cantaloupe', 'watermelon', 'mango', 'cilantro', 'avocado', 'lime', 'salt', 'lime']"
163,,"1. In a large salad bowl, gently toss together the watermelon, cantaloupe, pineapple, strawberries, peaches, grapes, and kiwi until thoroughly combined. 2. Combine the water and orange juice, limeade, and lemonade concentrates in a small bowl. Pour the dressing over the fruit salad. Gently toss, and sprinkle the salad with toasted pecans. Serve salad scooped on lettuce leaves.","2 cups watermelon, seeded and cut into bite-size pieces, 2 cups cantaloupe, cut into bite-size pieces, 2 cups fresh pineapple chunks, 2 cups strawberries, hulled and halved if large, 2 cups fresh peaches - peeled, pitted, and cut into bite-size pieces, 1 cup seedless grapes, 1 cup kiwi fruit, peeled and cut into bite-size pieces, ¼ cup cold water, ¼ cup frozen orange juice concentrate, thawed, ¼ cup frozen limeade concentrate, thawed, ¼ cup frozen lemonade concentrate, thawed, 1 cup toasted pecans, 12 lettuce leaves",Summer Fresh Fruit Salad,45 mins,5.0,45 mins,https://www.allrecipes.com/recipe/218886/summer-fresh-fruit-salad/,"['watermelon', 'cantaloupe', 'pineapple', 'strawberry', 'peach', 'grape', 'kiwi', 'water', 'orange', 'lemonade', 'pecan']",veg,"['watermelon', 'cantaloupe', 'pineapple', 'strawberry', 'peach', 'grape', 'kiwi', 'water', 'orange', 'lemonade', 'pecan']"
236,15 mins,"1. Bring water and sugar to a boil in a medium saucepan over medium heat. Stir in the rhubarb, turn heat to low, cover, and simmer until rhubarb is soft, 10 to 15 minutes. Mash and chill in the refrigerator, about one hour. 2. To serve, mix the grapes, orange, strawberries, apple, peach, plum, cherries, and blueberries with 2/3 cup of the rhubarb sauce. Stir gently, but thoroughly to coat. Refrigerate for at least two hours to allow the flavors to blend.","½ cup water, ⅔ cup sugar, 3 cups thinly sliced rhubarb, 15 seedless grapes, halved, ½ orange, sectioned, 10 fresh strawberries, hulled and halved, 1 apple, cored and diced, 1 peach, sliced, 1 plum, pitted and sliced, 15 pitted Bing cherries, ¼ cup fresh blueberries",Fresh Summer Fruit Salad,30 mins,4.5,3 hrs 45 mins,https://www.allrecipes.com/recipe/90184/fresh-summer-fruit-salad/,"['water', 'sugar', 'rhubarb', 'grape', 'orange', 'strawberry', 'apple', 'peach', 'plum', 'cherry', 'blueberry']",veg,"['water', 'sugar', 'rhubarb', 'grape', 'orange', 'strawberry', 'apple', 'peach', 'plum', 'cherry', 'blueberry']"
771,,"1. Mix together the cranberries and sugar; cover and refrigerate overnight. 2. The next day, combine the cranberry mixture with the pineapple, marshmallows, pecans and whipped cream. Mix well. 3. Pour into a 3 quart dish, cover and refrigerate or freeze until ready to serve.","1 pound cranberries, finely ground, 2 cups white sugar, 1 (20 ounce) can crushed pineapple, drained, 1 (16 ounce) package miniature marshmallows, 1 cup chopped pecans (Optional), 1 pint whipped cream, beaten stiff",Christmas Cranberry Salad,,4.5,,https://www.allrecipes.com/recipe/15691/christmas-cranberry-salad/,"['cranberry', 'sugar', 'pineapple', 'marshmallow', 'pecan', 'cream']",veg,"['cranberry', 'sugar', 'pineapple', 'marshmallow', 'pecan', 'cream']"
183,5 mins,"1. Combine pineapple juice, sugar, lemon juice, and cornstarch in a saucepan over medium heat; cook and stir until sugar dissolves and sauce is smooth, about 5 minutes. 2. Stir about 1 tablespoon sauce into the bowl with the egg until egg is slightly warmed. Slowly pour egg mixture into sauce, whisking until sauce is smooth and thickened. Remove saucepan from heat and freeze sauce, stirring occasionally, until completely chilled, about 15 minutes. 3. Mix bananas, cream cheese, and pineapple together in a bowl. Add sauce and mix until evenly coated.","½ cup pineapple juice, ½ cup white sugar, 2 tablespoons lemon juice, 2 teaspoons cornstarch, 1 egg, well-beaten, 6 large bananas, sliced, 1 (8 ounce) package cream cheese, softened, 1 (8 ounce) can pineapple tidbits, drained",Banana Salad,10 mins,,30 mins,https://www.allrecipes.com/recipe/244451/banana-salad/,"['pineapple', 'sugar', 'lemon', 'cornstarch', 'egg', 'banana', 'cream', 'cheese', 'pineapple']",non-veg,"['pineapple', 'sugar', 'lemon', 'cornstarch', 'egg', 'banana', 'cream', 'cheese', 'pineapple']"
115,,"1. Mix watermelon, pineapple, and strawberries in a serving bowl. 2. Whisk tequila, agave nectar, lime zest, and lime juice together in a bowl; pour dressing over fruit. Toss to coat.","3 cups watermelon chunks, 3 cups pineapple chunks, 2 cups sliced strawberries, ¼ cup silver tequila, or more to taste, ¼ cup agave nectar, or more to taste, 3 limes, zested and juiced",Tipsy Fruit,20 mins,5.0,20 mins,https://www.allrecipes.com/recipe/232364/tipsy-fruit/,"['watermelon', 'pineapple', 'strawberry', 'tequila', 'lime']",veg,"['watermelon', 'pineapple', 'strawberry', 'tequila', 'lime']"
